unit,time_step,operational_setting_1,operational_setting_2,operational_setting_3,Sensor_0,Sensor_1,Sensor_2,Sensor_3,Sensor_4,Sensor_5,Sensor_6,Sensor_7,Sensor_8,Sensor_9,Sensor_10,Sensor_11,Sensor_12,Sensor_13,Sensor_14,Sensor_15,Sensor_16,Sensor_17,Sensor_18,Sensor_19,Sensor_20,Health_state,Operational_condition
35735,170,211,42.0043,0.8404,40.0,445.0,549.86,1355.55,1133.59,3.91,5.71,138.98,2212.14,8330.86,1.02,42.09,130.75,2388.29,8095.1,9.3593,0.02,331,2212,100.0,10.41,6.282,3,4
35736,170,212,42.0048,0.84,40.0,445.0,549.92,1363.02,1132.3,3.91,5.72,138.86,2212.13,8332.63,1.02,42.0,130.52,2388.24,8100.11,9.3789,0.02,331,2212,100.0,10.65,6.3819,3,4
35737,170,213,35.0036,0.8411,60.0,449.44,556.16,1359.63,1130.22,5.48,8.0,193.95,2223.27,8361.41,1.02,41.75,183.59,2388.35,8079.72,9.3179,0.02,334,2223,100.0,14.96,8.9129,3,4
35742,170,218,41.9981,0.84,40.0,445.0,549.77,1356.36,1126.11,3.91,5.72,139.2,2212.18,8335.66,1.02,42.06,130.66,2388.26,8101.09,9.3672,0.02,332,2212,100.0,10.49,6.3695,3,4
35745,170,221,42.0043,0.8412,40.0,445.0,549.63,1351.69,1126.85,3.91,5.72,138.62,2212.19,8329.25,1.02,42.2,130.55,2388.27,8099.7,9.3419,0.02,332,2212,100.0,10.61,6.3938,3,4
35746,170,222,35.0019,0.84,60.0,449.44,555.72,1365.18,1131.77,5.48,8.0,193.98,2223.24,8369.54,1.02,42.05,183.48,2388.4,8090.59,9.3192,0.02,335,2223,100.0,14.91,8.8521,3,4
35753,170,229,35.0067,0.84,60.0,449.44,555.18,1367.69,1139.0,5.48,8.0,194.15,2223.21,8366.85,1.02,41.86,183.27,2388.39,8083.68,9.3484,0.02,333,2223,100.0,14.8,8.8836,3,4
35754,170,230,42.0055,0.8417,40.0,445.0,549.89,1359.77,1132.46,3.91,5.71,138.93,2212.25,8346.55,1.02,42.2,130.67,2388.33,8107.11,9.3623,0.02,332,2212,100.0,10.64,6.3103,3,4
35755,170,231,42.0064,0.8405,40.0,445.0,549.94,1362.67,1131.75,3.91,5.72,139.12,2212.33,8346.29,1.02,42.26,130.5,2388.36,8107.88,9.3652,0.02,331,2212,100.0,10.63,6.3727,3,4
35757,170,233,42.0013,0.84,40.0,445.0,549.45,1346.82,1133.37,3.91,5.72,138.56,2212.22,8339.22,1.02,42.17,131.25,2388.37,8108.02,9.3596,0.02,331,2212,100.0,10.54,6.3917,3,4
35759,170,235,42.0042,0.84,40.0,445.0,549.86,1356.95,1135.15,3.91,5.72,138.8,2212.26,8347.77,1.02,42.22,130.35,2388.36,8104.41,9.4031,0.02,332,2212,100.0,10.6,6.3437,3,4
35763,170,239,35.0077,0.84,60.0,449.44,556.23,1364.16,1133.4,5.48,8.0,194.06,2223.41,8380.75,1.03,42.04,183.27,2388.46,8085.44,9.3293,0.02,335,2223,100.0,14.72,8.9229,3,4
35765,170,241,42.005,0.84,40.0,445.0,550.45,1360.05,1135.18,3.91,5.72,138.64,2212.29,8352.12,1.02,42.29,130.24,2388.46,8100.15,9.3642,0.02,331,2212,100.0,10.56,6.4234,3,4
35767,170,243,42.0026,0.84,40.0,445.0,550.17,1356.8,1132.56,3.91,5.72,139.28,2212.28,8348.94,1.02,42.35,129.82,2388.42,8106.87,9.3992,0.02,333,2212,100.0,10.59,6.3382,3,4
35770,170,246,42.0034,0.8408,40.0,445.0,550.37,1356.88,1126.36,3.91,5.72,138.62,2212.29,8350.45,1.02,42.38,130.59,2388.46,8109.74,9.396,0.02,332,2212,100.0,10.6,6.3739,3,4
35771,170,247,34.999,0.84,60.0,449.44,555.51,1372.69,1137.13,5.48,8.0,194.69,2223.39,8379.16,1.02,42.08,183.07,2388.52,8093.35,9.3453,0.02,335,2223,100.0,14.88,8.8572,3,4
35772,170,248,42.0006,0.84,40.0,445.0,550.14,1355.26,1135.68,3.91,5.72,138.61,2212.31,8348.52,1.02,42.36,130.37,2388.54,8109.49,9.3703,0.02,333,2212,100.0,10.74,6.3405,3,4
35773,170,249,42.0028,0.84,40.0,445.0,549.55,1355.57,1138.35,3.91,5.72,138.96,2212.39,8348.11,1.02,42.21,130.51,2388.48,8108.95,9.3538,0.02,331,2212,100.0,10.45,6.3491,3,4
35774,170,250,42.0066,0.84,40.0,445.0,550.05,1361.84,1130.81,3.91,5.72,138.14,2212.38,8355.14,1.02,42.22,130.54,2388.45,8112.72,9.3884,0.02,331,2212,100.0,10.52,6.2896,3,4
35777,170,253,41.999,0.84,40.0,445.0,549.93,1356.32,1135.27,3.91,5.72,138.96,2212.34,8359.65,1.02,42.35,130.48,2388.56,8115.82,9.3855,0.02,332,2212,100.0,10.7,6.1923,4,4
35778,170,254,35.0001,0.8405,60.0,449.44,555.92,1368.73,1137.74,5.48,8.0,194.24,2223.43,8381.03,1.02,42.33,182.81,2388.54,8090.92,9.379,0.02,336,2223,100.0,14.79,8.8682,4,4
35781,170,257,42.0057,0.8412,40.0,445.0,550.17,1355.26,1139.53,3.91,5.72,138.79,2212.43,8346.66,1.02,42.41,130.37,2388.5,8114.74,9.3626,0.02,331,2212,100.0,10.65,6.3013,4,4
35783,170,259,35.0035,0.8416,60.0,449.44,556.41,1375.59,1137.56,5.48,8.0,194.54,2223.47,8385.76,1.02,42.11,182.62,2388.64,8096.61,9.3427,0.02,336,2223,100.0,14.67,8.913,4,4
35793,170,269,42.0073,0.8417,40.0,445.0,550.19,1361.12,1134.82,3.91,5.72,138.73,2212.57,8358.33,1.02,42.53,130.47,2388.64,8116.15,9.3722,0.02,334,2212,100.0,10.7,6.3489,4,4
35800,170,276,42.0031,0.8419,40.0,445.0,550.28,1365.1,1137.43,3.91,5.72,139.06,2212.55,8364.44,1.02,42.52,131.08,2388.69,8120.98,9.4136,0.02,333,2212,100.0,10.37,6.3864,4,4
35801,170,277,42.0043,0.84,40.0,445.0,550.31,1357.48,1135.01,3.91,5.72,138.32,2212.66,8373.58,1.02,42.33,130.59,2388.73,8127.12,9.3967,0.02,332,2212,100.0,10.54,6.2851,4,4
35808,170,284,35.0053,0.84,60.0,449.44,556.03,1385.15,1136.81,5.48,8.0,194.22,2223.74,8399.03,1.02,42.45,182.76,2388.9,8109.48,9.375,0.02,337,2223,100.0,14.75,8.8122,4,4
35811,170,287,35.001,0.8418,60.0,449.44,556.29,1371.71,1146.11,5.48,8.01,193.52,2223.79,8400.34,1.02,42.27,182.71,2388.97,8115.06,9.4173,0.02,337,2223,100.0,14.93,8.7833,4,4
35813,170,289,42.0033,0.84,40.0,445.0,550.18,1360.47,1136.28,3.91,5.72,139.16,2212.75,8371.1,1.03,42.55,130.95,2388.86,8131.83,9.402,0.02,334,2212,100.0,10.59,6.3329,4,4
35816,170,292,35.0021,0.8402,60.0,449.44,556.68,1377.02,1145.63,5.48,8.01,194.22,2223.81,8406.78,1.02,42.32,182.84,2389.02,8116.85,9.3707,0.02,338,2223,100.0,14.88,8.9895,4,4
35818,170,294,35.0014,0.8415,60.0,449.44,556.39,1381.65,1147.39,5.48,8.01,193.75,2223.92,8402.81,1.02,42.36,182.51,2389.04,8121.25,9.3987,0.02,335,2223,100.0,14.71,8.8814,4,4
35819,170,295,35.0029,0.8406,60.0,449.44,556.28,1378.41,1144.92,5.48,8.01,194.59,2223.98,8411.96,1.02,42.36,182.3,2389.05,8120.86,9.4252,0.02,337,2223,100.0,14.77,8.8203,4,4
35820,170,296,41.9999,0.8403,40.0,445.0,551.1,1358.9,1143.71,3.91,5.72,137.69,2212.77,8385.22,1.02,42.67,129.79,2388.94,8140.67,9.408,0.02,332,2212,100.0,10.56,6.3734,4,4
35821,170,297,41.9981,0.84,40.0,445.0,551.25,1361.91,1139.1,3.91,5.72,138.1,2212.78,8381.67,1.02,42.43,130.43,2388.96,8145.04,9.4319,0.02,335,2212,100.0,10.66,6.332,4,4
35822,170,298,42.0048,0.8402,40.0,445.0,550.24,1358.0,1144.75,3.91,5.72,138.54,2212.83,8385.7,1.02,42.66,130.02,2388.95,8138.95,9.4393,0.02,333,2212,100.0,10.69,6.334,4,4
35825,170,301,35.0078,0.8404,60.0,449.44,556.89,1382.84,1146.88,5.48,8.01,194.37,2223.99,8414.05,1.02,42.5,182.89,2389.16,8122.61,9.4167,0.02,337,2223,100.0,14.57,8.8592,4,4
35826,170,302,42.0038,0.84,40.0,445.0,550.3,1362.61,1145.5,3.91,5.72,138.17,2212.88,8384.05,1.02,42.77,130.04,2389.01,8143.28,9.4144,0.02,337,2212,100.0,10.56,6.2093,4,4
35830,171,4,42.0015,0.8412,40.0,445.0,549.05,1353.24,1116.71,3.91,5.71,139.2,2212.09,8329.02,1.02,42.02,131.11,2388.19,8094.98,9.3358,0.02,331,2212,100.0,10.54,6.3646,1,4
35831,171,5,42.0079,0.8413,40.0,445.0,549.37,1347.13,1124.58,3.91,5.71,138.83,2212.1,8323.51,1.02,41.91,131.01,2388.15,8091.08,9.3365,0.02,330,2212,100.0,10.73,6.361,1,4
35832,171,6,34.9981,0.8414,60.0,449.44,555.44,1364.5,1123.31,5.48,8.0,195.04,2223.03,8353.65,1.02,41.64,183.43,2388.11,8067.72,9.3152,0.02,333,2223,100.0,14.86,8.9541,1,4
35833,171,7,35.0078,0.84,60.0,449.44,555.07,1357.62,1128.52,5.48,8.0,194.36,2223.04,8347.94,1.02,41.79,183.16,2388.06,8075.96,9.2935,0.02,334,2223,100.0,14.73,8.9752,1,4
35836,171,10,42.0046,0.84,40.0,445.0,549.15,1351.52,1117.49,3.91,5.71,138.19,2212.1,8325.79,1.02,41.93,129.81,2388.15,8084.82,9.339,0.02,331,2212,100.0,10.63,6.4046,1,4
35844,171,18,42.0073,0.84,40.0,445.0,548.85,1352.73,1116.19,3.91,5.71,139.63,2212.02,8328.36,1.02,41.7,130.77,2388.12,8089.69,9.3205,0.02,330,2212,100.0,10.69,6.3177,1,4
35845,171,19,42.0078,0.8416,40.0,445.0,548.81,1351.25,1128.15,3.91,5.71,139.15,2212.04,8325.89,1.02,41.68,131.37,2388.12,8088.85,9.3235,0.02,329,2212,100.0,10.72,6.3732,1,4
35847,171,21,35.0032,0.8414,60.0,449.44,555.52,1363.07,1123.33,5.48,8.0,195.1,2223.03,8356.93,1.02,41.56,183.05,2388.11,8068.21,9.3229,0.02,334,2223,100.0,14.78,9.0918,1,4
35848,171,22,42.006,0.8404,40.0,445.0,549.98,1349.13,1120.43,3.91,5.71,138.76,2212.11,8328.11,1.02,42.01,131.01,2388.16,8092.16,9.3479,0.02,330,2212,100.0,10.69,6.3163,1,4
35850,171,24,35.0033,0.8412,60.0,449.44,555.27,1359.03,1129.86,5.48,8.0,193.52,2223.08,8352.57,1.02,41.71,182.98,2388.09,8074.04,9.2659,0.02,333,2223,100.0,14.81,8.9935,1,4
35852,171,26,42.0055,0.84,40.0,445.0,549.26,1344.34,1118.22,3.91,5.71,139.13,2212.07,8331.69,1.02,41.81,130.87,2388.21,8088.19,9.3123,0.02,330,2212,100.0,10.73,6.4249,1,4
35856,171,30,41.9981,0.84,40.0,445.0,549.65,1351.47,1121.39,3.91,5.71,138.41,2212.05,8330.34,1.02,41.88,130.67,2388.15,8093.71,9.304,0.02,331,2212,100.0,10.67,6.3722,1,4
35860,171,34,35.0004,0.84,60.0,449.44,554.76,1360.06,1124.24,5.48,8.0,195.09,2223.08,8348.79,1.02,41.79,183.13,2388.14,8073.27,9.2798,0.02,333,2223,100.0,15.04,8.9577,1,4
35861,171,35,42.0003,0.84,40.0,445.0,549.46,1347.69,1126.14,3.91,5.71,138.72,2212.02,8329.58,1.02,41.87,130.71,2388.18,8090.09,9.2882,0.02,331,2212,100.0,10.58,6.4208,1,4
35863,171,37,35.0016,0.84,60.0,449.44,555.53,1363.56,1126.71,5.48,8.0,194.33,2223.06,8359.13,1.02,41.83,183.06,2388.14,8073.71,9.2728,0.02,334,2223,100.0,14.87,8.8443,1,4
35864,171,38,35.0062,0.8402,60.0,449.44,555.87,1361.18,1124.55,5.48,8.0,194.67,2223.1,8354.68,1.03,41.51,183.38,2388.2,8078.74,9.2828,0.02,334,2223,100.0,15.02,8.882,1,4
35866,171,40,42.0007,0.84,40.0,445.0,549.3,1350.75,1127.07,3.91,5.71,138.7,2212.12,8322.4,1.02,41.77,130.08,2388.18,8093.91,9.341,0.02,330,2212,100.0,10.72,6.3466,1,4
35868,171,42,42.0066,0.84,40.0,445.0,549.31,1344.21,1123.94,3.91,5.71,138.08,2212.11,8326.35,1.02,41.86,131.19,2388.14,8093.55,9.3291,0.02,329,2212,100.0,10.6,6.3912,1,4
35869,171,43,34.9981,0.8413,60.0,449.44,556.08,1360.58,1113.47,5.48,8.0,195.85,2223.07,8354.05,1.02,41.58,183.09,2388.15,8079.07,9.2907,0.02,332,2223,100.0,14.85,8.8972,1,4
35870,171,44,41.9988,0.84,40.0,445.0,549.39,1347.8,1115.57,3.91,5.72,138.89,2212.11,8332.81,1.02,41.85,130.78,2388.17,8092.29,9.3393,0.02,330,2212,100.0,10.63,6.3934,1,4
35871,171,45,35.0006,0.84,60.0,449.44,555.48,1360.5,1122.26,5.48,8.0,194.81,2223.08,8349.81,1.02,41.67,183.31,2388.14,8075.42,9.2509,0.02,334,2223,100.0,14.93,8.9666,1,4
35873,171,47,41.9989,0.84,40.0,445.0,549.46,1349.08,1121.86,3.91,5.71,139.58,2212.06,8329.59,1.02,42.01,130.48,2388.17,8091.57,9.2917,0.02,328,2212,100.0,10.37,6.4144,1,4
35876,171,50,42.0007,0.8412,40.0,445.0,548.85,1356.6,1127.68,3.91,5.71,138.08,2212.1,8330.06,1.02,41.85,130.92,2388.11,8094.79,9.3384,0.02,331,2212,100.0,10.66,6.4061,1,4
35880,171,54,35.0,0.84,60.0,449.44,555.98,1358.61,1121.36,5.48,8.0,195.5,2223.06,8356.86,1.02,41.88,183.31,2388.17,8074.36,9.3133,0.02,332,2223,100.0,14.78,8.8521,1,4
35881,171,55,41.9993,0.84,40.0,445.0,548.44,1353.22,1126.23,3.91,5.72,138.65,2212.03,8324.21,1.02,41.95,130.49,2388.15,8092.19,9.3448,0.02,329,2212,100.0,10.57,6.3817,1,4
35882,171,56,35.0062,0.8405,60.0,449.44,554.92,1362.19,1114.51,5.48,8.0,194.84,2223.11,8358.52,1.02,41.83,183.71,2388.17,8071.79,9.2903,0.02,331,2223,100.0,14.82,8.9932,1,4
35886,171,60,42.002,0.8409,40.0,445.0,549.16,1350.35,1123.1,3.91,5.72,138.37,2212.06,8323.16,1.02,41.89,129.9,2388.09,8094.0,9.3221,0.02,330,2212,100.0,10.8,6.3616,2,4
35887,171,61,41.9983,0.84,40.0,445.0,549.21,1352.94,1118.99,3.91,5.71,138.22,2212.02,8326.95,1.02,41.9,130.9,2388.17,8094.18,9.3079,0.02,330,2212,100.0,10.67,6.2606,2,4
35888,171,62,35.0005,0.84,60.0,449.44,555.6,1365.08,1126.81,5.48,8.0,195.19,2223.11,8358.47,1.02,41.61,183.38,2388.18,8072.71,9.2983,0.02,333,2223,100.0,14.86,8.9769,2,4
35889,171,63,42.0062,0.8419,40.0,445.0,549.28,1349.26,1111.82,3.91,5.72,138.34,2212.07,8322.65,1.02,41.82,131.18,2388.17,8094.67,9.3502,0.02,329,2212,100.0,10.61,6.3655,2,4
35901,171,75,35.0023,0.8417,60.0,449.44,555.43,1358.85,1127.97,5.48,8.0,194.9,2223.09,8361.84,1.02,41.87,183.15,2388.19,8072.25,9.2673,0.02,333,2223,100.0,14.93,9.0236,2,4
35903,171,77,42.0014,0.8405,40.0,445.0,549.49,1349.45,1127.33,3.91,5.72,139.22,2212.09,8330.87,1.02,41.83,131.36,2388.27,8094.83,9.328,0.02,329,2212,100.0,10.69,6.3648,2,4
35904,171,78,42.0017,0.8415,40.0,445.0,549.15,1354.6,1120.06,3.91,5.71,139.4,2212.05,8331.81,1.02,41.98,130.96,2388.11,8095.06,9.3249,0.02,331,2212,100.0,10.74,6.3681,2,4
35905,171,79,42.0071,0.841,40.0,445.0,549.13,1350.66,1120.12,3.91,5.72,138.63,2212.14,8328.09,1.02,41.81,130.86,2388.26,8092.55,9.3208,0.02,330,2212,100.0,10.74,6.5108,2,4
35906,171,80,42.0012,0.84,40.0,445.0,549.27,1353.39,1122.91,3.91,5.71,139.46,2212.05,8325.74,1.02,41.82,130.64,2388.08,8087.38,9.3327,0.02,329,2212,100.0,10.59,6.4847,2,4
35908,171,82,42.0079,0.8406,40.0,445.0,549.35,1357.87,1118.09,3.91,5.71,138.96,2212.01,8322.07,1.02,41.93,130.6,2388.06,8091.59,9.3205,0.02,331,2212,100.0,10.69,6.3416,2,4
35910,171,84,35.0043,0.84,60.0,449.44,555.61,1368.25,1123.21,5.48,8.0,194.67,2223.08,8353.02,1.02,41.75,183.08,2388.15,8075.29,9.2734,0.02,333,2223,100.0,14.89,8.969,2,4
35911,171,85,42.0017,0.8416,40.0,445.0,549.24,1349.15,1120.13,3.91,5.72,138.95,2212.1,8326.68,1.02,41.95,131.17,2388.16,8086.37,9.3275,0.02,331,2212,100.0,10.73,6.4271,2,4
35912,171,86,41.9994,0.84,40.0,445.0,549.45,1344.76,1117.11,3.91,5.71,139.3,2212.11,8330.74,1.02,41.88,131.01,2388.23,8091.26,9.318,0.02,328,2212,100.0,10.66,6.3439,2,4
35916,171,90,42.0076,0.84,40.0,445.0,549.2,1346.52,1117.99,3.91,5.72,138.85,2212.06,8330.37,1.02,41.66,130.61,2388.12,8084.31,9.3229,0.02,331,2212,100.0,10.74,6.2164,2,4
35919,171,93,42.0002,0.84,40.0,445.0,549.5,1346.43,1118.94,3.91,5.71,139.02,2212.07,8328.19,1.02,41.94,131.34,2388.13,8090.42,9.3303,0.02,330,2212,100.0,10.59,6.3571,2,4
35925,171,99,42.0058,0.8404,40.0,445.0,549.63,1354.58,1117.96,3.91,5.72,138.66,2212.16,8328.65,1.02,41.89,131.71,2388.25,8099.84,9.3551,0.02,331,2212,100.0,10.65,6.3472,2,4
35934,171,108,42.0075,0.8415,40.0,445.0,549.17,1350.18,1119.42,3.91,5.71,139.03,2212.16,8326.04,1.02,41.81,130.8,2388.28,8094.41,9.3302,0.02,330,2212,100.0,10.5,6.3886,2,4
35936,171,110,35.0039,0.84,60.0,449.44,554.94,1359.99,1131.69,5.48,8.0,194.99,2223.15,8367.96,1.02,41.78,183.43,2388.24,8082.31,9.3098,0.02,333,2223,100.0,14.83,8.9423,3,4
35938,171,112,41.9998,0.8403,40.0,445.0,549.72,1348.24,1120.03,3.91,5.72,138.96,2212.09,8327.98,1.02,41.94,130.95,2388.19,8092.18,9.3283,0.02,331,2212,100.0,10.65,6.3651,3,4
35939,171,113,41.9989,0.8411,40.0,445.0,549.67,1351.93,1120.88,3.91,5.71,139.3,2212.19,8336.75,1.02,41.82,130.81,2388.24,8097.91,9.3272,0.02,331,2212,100.0,10.5,6.3087,3,4
35942,171,116,35.0047,0.84,60.0,449.44,555.79,1366.33,1122.22,5.48,8.0,194.05,2223.07,8353.75,1.02,41.78,183.27,2388.18,8080.64,9.3318,0.02,333,2223,100.0,14.84,8.9053,3,4
35944,171,118,42.0035,0.84,40.0,445.0,549.64,1349.15,1118.7,3.91,5.72,139.17,2212.12,8332.09,1.02,41.86,130.65,2388.19,8096.7,9.3342,0.02,331,2212,100.0,10.68,6.3514,3,4
35949,171,123,35.0046,0.8405,60.0,449.44,555.57,1365.3,1124.44,5.48,8.0,194.83,2223.13,8356.14,1.02,41.86,183.27,2388.17,8074.89,9.325,0.02,333,2223,100.0,14.91,8.9045,3,4
35950,171,124,41.9983,0.841,40.0,445.0,549.63,1354.43,1116.52,3.91,5.71,139.38,2212.09,8323.85,1.02,41.92,130.39,2388.23,8092.84,9.3415,0.02,329,2212,100.0,10.48,6.4456,3,4
35951,171,125,35.0035,0.84,60.0,449.44,555.53,1371.2,1124.87,5.48,8.0,195.57,2223.08,8358.55,1.02,41.8,183.63,2388.2,8074.95,9.3025,0.02,336,2223,100.0,15.11,8.9687,3,4
35953,171,127,34.9987,0.8415,60.0,449.44,555.26,1356.18,1128.52,5.48,8.0,194.92,2223.13,8363.66,1.02,41.83,183.56,2388.23,8083.37,9.3045,0.02,335,2223,100.0,14.76,8.8414,3,4
35955,171,129,35.0032,0.84,60.0,449.44,555.84,1371.3,1124.36,5.48,8.0,194.47,2223.17,8361.39,1.02,41.75,183.32,2388.25,8078.44,9.3123,0.02,332,2223,100.0,14.77,8.8579,3,4
35957,171,131,42.0056,0.8411,40.0,445.0,549.53,1350.24,1124.15,3.91,5.72,139.36,2212.17,8336.5,1.02,41.99,131.15,2388.2,8097.32,9.3449,0.02,331,2212,100.0,10.82,6.2968,3,4
35964,171,138,34.9988,0.84,60.0,449.44,555.6,1367.02,1123.65,5.48,8.0,193.97,2223.22,8367.17,1.02,41.72,183.16,2388.24,8086.42,9.3163,0.02,334,2223,100.0,14.87,8.958,3,4
35966,171,140,35.0043,0.84,60.0,449.44,556.09,1369.48,1123.02,5.48,8.0,195.29,2223.19,8358.75,1.02,41.8,183.63,2388.3,8078.69,9.3288,0.02,334,2223,100.0,15.03,8.934,3,4
35967,171,141,42.0044,0.84,40.0,445.0,549.96,1348.16,1126.76,3.91,5.72,138.98,2212.15,8341.13,1.02,42.01,130.81,2388.23,8094.49,9.3224,0.02,330,2212,100.0,10.43,6.3241,3,4
35970,171,144,34.9993,0.84,60.0,449.44,555.16,1357.6,1126.33,5.48,8.0,194.88,2223.21,8366.68,1.02,41.85,182.88,2388.29,8077.34,9.326,0.02,334,2223,100.0,14.82,8.9408,3,4
35975,171,149,34.998,0.8418,60.0,449.44,555.75,1367.66,1129.38,5.48,8.0,194.95,2223.23,8361.5,1.02,41.79,183.2,2388.35,8077.06,9.2974,0.02,333,2223,100.0,15.0,9.012,3,4
35977,171,151,35.0038,0.8406,60.0,449.44,555.74,1369.14,1126.78,5.48,8.0,195.22,2223.17,8363.32,1.02,41.78,183.19,2388.35,8077.61,9.2987,0.02,333,2223,100.0,14.86,8.9008,3,4
35978,171,152,35.0049,0.8401,60.0,449.44,556.01,1364.48,1122.88,5.48,8.0,194.74,2223.18,8365.47,1.02,41.87,183.53,2388.32,8084.65,9.3345,0.02,334,2223,100.0,14.93,8.8888,3,4
35982,171,156,42.0078,0.84,40.0,445.0,549.48,1354.34,1123.57,3.91,5.72,138.8,2212.23,8346.14,1.02,42.13,130.83,2388.34,8104.37,9.347,0.02,331,2212,100.0,10.73,6.3726,3,4
35984,171,158,42.0074,0.8419,40.0,445.0,549.57,1356.04,1126.81,3.91,5.72,138.82,2212.27,8341.23,1.02,42.03,131.04,2388.3,8096.49,9.3559,0.02,332,2212,100.0,10.65,6.4095,3,4
35985,171,159,35.007,0.84,60.0,449.44,555.67,1372.42,1136.73,5.48,8.0,193.87,2223.24,8366.16,1.02,41.78,183.69,2388.37,8087.64,9.2936,0.02,332,2223,100.0,14.78,8.8929,3,4
35994,171,168,35.0069,0.8411,60.0,449.44,556.0,1364.62,1122.15,5.48,8.0,195.05,2223.3,8367.15,1.02,41.93,182.9,2388.44,8087.13,9.3425,0.02,335,2223,100.0,15.08,8.9298,3,4
36004,171,178,42.0041,0.84,40.0,445.0,549.67,1354.36,1133.87,3.91,5.72,139.16,2212.36,8350.59,1.02,41.95,130.49,2388.53,8111.19,9.3228,0.02,330,2212,100.0,10.52,6.4161,3,4
36008,171,182,35.001,0.8417,60.0,449.44,554.95,1369.45,1131.31,5.48,8.0,194.38,2223.39,8372.42,1.02,41.87,182.99,2388.49,8084.77,9.3055,0.02,335,2223,100.0,14.89,8.8683,3,4
36016,171,190,42.0067,0.84,40.0,445.0,549.97,1347.4,1126.67,3.91,5.72,138.56,2212.43,8353.27,1.02,42.05,130.11,2388.55,8112.84,9.341,0.02,331,2212,100.0,10.46,6.3729,3,4
36017,171,191,35.0045,0.8404,60.0,449.44,556.53,1370.34,1135.95,5.48,8.0,194.47,2223.46,8374.87,1.02,41.91,183.47,2388.62,8095.98,9.3607,0.02,334,2223,100.0,14.8,8.8928,3,4
36020,171,194,34.9982,0.84,60.0,449.44,555.67,1369.33,1129.11,5.48,8.0,194.11,2223.52,8388.02,1.03,41.83,183.44,2388.65,8103.86,9.3472,0.02,333,2223,100.0,14.87,8.8169,3,4
36023,171,197,35.0046,0.84,60.0,449.44,556.22,1367.76,1129.98,5.48,8.0,194.3,2223.51,8382.53,1.02,41.97,182.88,2388.64,8097.96,9.2985,0.02,334,2223,100.0,14.75,8.9963,3,4
36025,171,199,41.9991,0.8404,40.0,445.0,549.61,1355.83,1130.62,3.91,5.72,138.47,2212.42,8359.09,1.02,42.23,130.38,2388.68,8114.86,9.3737,0.02,332,2212,100.0,10.63,6.4135,3,4
36026,171,200,42.0037,0.8415,40.0,445.0,549.89,1357.3,1133.99,3.91,5.72,139.38,2212.46,8358.49,1.02,42.24,130.87,2388.67,8115.75,9.3192,0.02,331,2212,100.0,10.69,6.5808,3,4
36029,171,203,41.9992,0.84,40.0,445.0,549.78,1357.0,1130.47,3.91,5.72,138.93,2212.58,8362.64,1.02,42.27,131.1,2388.76,8123.13,9.3934,0.02,330,2212,100.0,10.48,6.4666,3,4
36030,171,204,42.0022,0.8401,40.0,445.0,549.73,1353.65,1130.25,3.91,5.72,137.85,2212.6,8361.28,1.02,42.24,130.45,2388.75,8122.05,9.3321,0.02,331,2212,100.0,10.69,6.3581,3,4
36031,171,205,42.0025,0.84,40.0,445.0,549.86,1360.01,1129.95,3.91,5.72,138.97,2212.58,8371.89,1.02,42.11,130.95,2388.67,8123.17,9.3606,0.02,331,2212,100.0,10.59,6.3392,3,4
36033,171,207,34.9982,0.84,60.0,449.44,555.61,1368.14,1142.7,5.48,8.0,194.91,2223.6,8391.31,1.02,42.17,183.36,2388.75,8101.42,9.3272,0.02,335,2223,100.0,14.86,9.0009,3,4
36036,171,210,35.0077,0.8418,60.0,449.44,555.63,1366.73,1128.62,5.48,8.0,194.83,2223.67,8387.92,1.02,41.87,182.9,2388.77,8109.12,9.3501,0.02,335,2223,100.0,14.7,8.9092,4,4
36039,171,213,35.0038,0.8401,60.0,449.44,556.32,1363.47,1133.5,5.48,8.01,194.93,2223.72,8389.9,1.02,41.99,182.81,2388.77,8104.68,9.3024,0.02,335,2223,100.0,14.84,8.9543,4,4
36040,171,214,42.0027,0.8409,40.0,445.0,549.55,1353.44,1130.05,3.91,5.72,138.88,2212.65,8366.3,1.03,42.22,130.61,2388.81,8124.99,9.3677,0.02,332,2212,100.0,10.54,6.4624,4,4
36045,171,219,41.9986,0.8402,40.0,445.0,549.93,1354.35,1133.44,3.91,5.72,139.25,2212.74,8371.12,1.02,42.16,131.05,2388.92,8132.46,9.3889,0.02,331,2212,100.0,10.71,6.3593,4,4
36048,171,222,42.0032,0.84,40.0,445.0,549.45,1364.42,1136.6,3.91,5.72,138.93,2212.81,8373.4,1.02,42.32,130.32,2388.93,8128.07,9.3729,0.02,331,2212,100.0,10.55,6.4837,4,4
36050,171,224,42.0077,0.8409,40.0,445.0,549.73,1358.83,1129.01,3.91,5.72,139.03,2212.79,8382.74,1.02,42.35,131.06,2388.92,8131.54,9.3878,0.02,332,2212,100.0,10.43,6.3186,4,4
36051,171,225,35.0043,0.8405,60.0,449.44,555.68,1368.97,1133.1,5.48,8.0,194.49,2223.93,8408.19,1.02,42.33,183.27,2389.05,8115.19,9.3465,0.02,336,2223,100.0,15.05,8.9785,4,4
